;club_name;player_name;age;position;club_involved_name;fee;transfer_movement;transfer_period;fee_cleaned;league_name;year;season;player_url;id-name
139;AZ Alkmaar;Aslak Fonn Witry;25.0;Right-Back;Djurgarden;£1.58m;in;Summer;1.58;Eredivisie;2021;2021/2022;https://sofifa.com/player/223255/aslak-fonn-witry/220002;aslak-fonn-witry
140;Paris Saint-Germain;Giovani Lo Celso;20.0;Central Midfield;Rosario Central;£9.00m;in;Summer;9.0;Ligue 1;2016;2016/2017;https://sofifa.com/player/226226/giovani-lo-celso/170002;giovani-lo-celso
141;Bayern Munich;Joshua Kimmich;20.0;Defensive Midfield;VfB Stuttgart;£7.65m;in;Summer;7.65;1 Bundesliga;2015;2015/2016;https://sofifa.com/player/212622/joshua-kimmich/160002;joshua-kimmich
142;SL Benfica;Jhonder Cádiz;23.0;Centre-Forward;Vitória Setúbal;£2.25m;in;Summer;2.25;Liga Nos;2019;2019/2020;0;jhonder-cádiz
143;Feyenoord Rotterdam;Sam Larsson;24.0;Left Winger;Heerenveen;£3.60m;in;Summer;3.6;Eredivisie;2017;2017/2018;https://sofifa.com/player/209782/sam-larsson/180002;sam-larsson
144;Leicester City;Bartosz Kapustka;19.0;Attacking Midfield;Cracovia;£4.50m;in;Summer;4.5;Premier League;2016;2016/2017;https://sofifa.com/player/216003/bartosz-kapustka/170002;bartosz-kapustka
145;Manchester City;Angeliño;22.0;Left Midfield;PSV Eindhoven;£10.80m;in;Summer;10.8;Premier League;2019;2019/2020;https://sofifa.com/player/220651/jose-angel-esmoris-tasende/200002;
146;Hull City;Stephen Kingsley;23.0;Left-Back;Swansea;£2.97m;in;Summer;2.97;Championship;2017;2017/2018;https://sofifa.com/player/223747/stephen-kingsley/180002;stephen-kingsley
147;AZ Alkmaar;Sam Beukema;22.0;Centre-Back;Go Ahead Eagles;£810Th.;in;Summer;0.81;Eredivisie;2021;2021/2022;https://sofifa.com/player/262394/sam-beukema/220002;sam-beukema
148;FC Porto;Paulinho;23.0;Attacking Midfield;Portimonense;£2.70m;in;Summer;2.7;Liga Nos;2018;2018/2019;0;
149;RB Leipzig;André Silva;25.0;Centre-Forward;E. Frankfurt;£20.70m;in;Summer;20.7;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/242448/andre-oliveira-silva/220002;andré-silva
150;Juventus FC;Mario Mandzukic;29.0;Centre-Forward;Atlético Madrid;£17.10m;in;Summer;17.1;Serie A;2015;2015/2016;https://sofifa.com/player/181783/mario-mandzukic/160002;mario-mandzukic
151;FC Barcelona;Pedri;16.0;Central Midfield;UD Las Palmas;£18.00m;in;Summer;18.0;Primera Division;2019;2019/2020;0;
152;Aston Villa;Ollie Watkins;24.0;Centre-Forward;Brentford;£30.60m;in;Summer;30.6;Premier League;2020;2020/2021;https://sofifa.com/player/221697/ollie-watkins/210002;ollie-watkins
153;Atalanta BC;Marco Tumminello;19.0;Centre-Forward;AS Roma;£4.50m;in;Summer;4.5;Serie A;2018;2018/2019;https://sofifa.com/player/232064/marco-tumminello/190002;marco-tumminello
154;Newcastle United;Grant Hanley;24.0;Centre-Back;Blackburn;£5.94m;in;Summer;5.94;Championship;2016;2016/2017;https://sofifa.com/player/198904/grant-hanley/170002;grant-hanley
155;RB Leipzig;Josko Gvardiol;19.0;Centre-Back;Dinamo Zagreb;£16.92m;in;Summer;16.92;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/251517/josko-gvardiol/220002;josko-gvardiol
156;Hull City;Sam Clucas;24.0;Central Midfield;Chesterfield FC;£1.62m;in;Summer;1.62;Championship;2015;2015/2016;https://sofifa.com/player/193884/sam-clucas/160002;sam-clucas
157;Atalanta BC;Pierluigi Gollini;23.0;Goalkeeper;Aston Villa;£3.96m;in;Summer;3.96;Serie A;2018;2018/2019;https://sofifa.com/player/211515/pierluigi-gollini/190002;pierluigi-gollini
158;Aston Villa;Bertrand Traoré;25.0;Right Winger;Olympique Lyon;£16.56m;in;Summer;16.56;Premier League;2020;2020/2021;0;bertrand-traoré
159;SL Benfica;Oscar Benítez;23.0;Left Winger;Lanús;£3.96m;in;Summer;3.96;Liga Nos;2016;2016/2017;https://sofifa.com/player/229209/jonathan-benitez/170002;oscar-benítez
160;Amiens SC;Emil Krafth;24.0;Right-Back;Bologna;£1.80m;in;Summer;1.8;Ligue 1;2019;2019/2020;https://sofifa.com/player/207650/emil-krafth/200002;emil-krafth
161;Chelsea FC;Antonio Rüdiger;24.0;Centre-Back;AS Roma;£31.50m;in;Summer;31.5;Premier League;2017;2017/2018;https://sofifa.com/player/205452/antonio-rudiger/180002;antonio-rüdiger
162;Chelsea FC;Davide Zappacosta;25.0;Right-Back;Torino;£22.50m;in;Summer;22.5;Premier League;2017;2017/2018;https://sofifa.com/player/216150/davide-zappacosta/180002;davide-zappacosta
163;Bayern Munich;Michaël Cuisance;20.0;Central Midfield;Bor. M'gladbach;£7.20m;in;Summer;7.2;1 Bundesliga;2019;2019/2020;0;michaël-cuisance
164;Aston Villa;Emiliano Buendía;24.0;Right Winger;Norwich;£34.56m;in;Summer;34.56;Premier League;2021;2021/2022;https://sofifa.com/player/226162/emiliano-buendia/220002;emiliano-buendía
165;FC Porto;Saidy Janko;22.0;Right-Back;Saint-Étienne;£1.98m;in;Summer;1.98;Liga Nos;2018;2018/2019;https://sofifa.com/player/220172/saidy-janko/190002;saidy-janko
166;Aston Villa;Emiliano Martínez;28.0;Goalkeeper;Arsenal;£15.66m;in;Summer;15.66;Premier League;2020;2020/2021;https://sofifa.com/player/255340/emiliano-martinez/210002;emiliano-martínez
167;FC Porto;Yordan Osorio;24.0;Centre-Back;Tondela;£1.80m;in;Summer;1.8;Liga Nos;2018;2018/2019;https://sofifa.com/player/237297/yordan-osorio/190002;yordan-osorio
168;SL Benfica;Jhon Murillo;19.0;Right Winger;Zamora FC;£675Th.;in;Summer;0.675;Liga Nos;2015;2015/2016;https://sofifa.com/player/228738/jhon-murillo/160002;jhon-murillo
169;Paris Saint-Germain;Thomas Meunier;24.0;Right-Back;Club Brugge;£5.40m;in;Summer;5.4;Ligue 1;2016;2016/2017;https://sofifa.com/player/202371/thomas-meunier/170002;thomas-meunier
170;Borussia Dortmund;Emre Can;26.0;Defensive Midfield;Juventus;£22.50m;in;Summer;22.5;1 Bundesliga;2020;2020/2021;https://sofifa.com/player/208333/emre-can/210002;emre-can
171;Hull City;Jackson Irvine;24.0;Central Midfield;Burton Albion;£1.94m;in;Summer;1.94;Championship;2017;2017/2018;https://sofifa.com/player/211378/jackson-irvine/180002;jackson-irvine
172;Cardiff City;Isaac Vassell;25.0;Centre-Forward;Birmingham;£1.98m;in;Summer;1.98;Championship;2019;2019/2020;https://sofifa.com/player/205586/isaac-vassell/200002;isaac-vassell
173;Belenenses SAD;Alisson Safira;26.0;Centre-Forward;Londrina-PR;£45Th.;in;Summer;0.045;Liga Nos;2021;2021/2022;https://sofifa.com/player/264463/alisson-pelegrini-safira/220002;alisson-safira
174;Feyenoord Rotterdam;Sofyan Amrabat;20.0;Defensive Midfield;FC Utrecht;£3.60m;in;Summer;3.6;Eredivisie;2017;2017/2018;https://sofifa.com/player/224158/sofyan-amrabat/180002;sofyan-amrabat
175;PSV Eindhoven;Andrés Guardado;28.0;Central Midfield;Valencia;£2.52m;in;Summer;2.52;Eredivisie;2015;2015/2016;https://sofifa.com/player/171897/andres-guardado/160002;andrés-guardado
176;Cardiff City;Gavin Whyte;23.0;Right Winger;Oxford United;£1.98m;in;Summer;1.98;Championship;2019;2019/2020;https://sofifa.com/player/244655/gavin-whyte/200002;gavin-whyte
177;Atalanta BC;Arkadiusz Reca;23.0;Left-Back;Wisla Plock;£3.33m;in;Summer;3.33;Serie A;2018;2018/2019;https://sofifa.com/player/234760/arkadiusz-reca/190002;arkadiusz-reca
178;Aston Villa;Matty Cash;23.0;Right-Back;Nottm Forest;£14.18m;in;Summer;14.18;Premier League;2020;2020/2021;https://sofifa.com/player/227174/matty-cash/210002;matty-cash
179;FC Barcelona;Lucas Digne;22.0;Left-Back;Paris SG;£14.85m;in;Summer;14.85;Primera Division;2016;2016/2017;https://sofifa.com/player/200458/lucas-digne/170002;lucas-digne
180;Leicester City;Ron-Robert Zieler;27.0;Goalkeeper;Hannover 96;£3.15m;in;Summer;3.15;Premier League;2016;2016/2017;https://sofifa.com/player/186148/ron-robert-zieler/170002;ron-robert-zieler
181;RB Leipzig;Angeliño;24.0;Left Midfield;Man City;£16.20m;in;Summer;16.2;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/220651/jose-angel-esmoris-tasende/220002;
182;Borussia Dortmund;Jude Bellingham;17.0;Central Midfield;Birmingham;£20.70m;in;Summer;20.7;1 Bundesliga;2020;2020/2021;https://sofifa.com/player/252371/jude-bellingham/210002;jude-bellingham
183;FC Barcelona;Junior Firpo;22.0;Left-Back;Real Betis;£18.00m;in;Summer;18.0;Primera Division;2019;2019/2020;https://sofifa.com/player/241184/hector-junior-firpo-adames/200002;junior-firpo
184;Chelsea FC;Kenedy;19.0;Left Winger;Fluminense;£7.20m;in;Summer;7.2;Premier League;2015;2015/2016;https://sofifa.com/player/215639/robert-kenedy-nunes-do-nascimento/160002;
185;Bayern Munich;Serge Gnabry;21.0;Right Winger;Werder Bremen;£7.20m;in;Summer;7.2;1 Bundesliga;2017;2017/2018;https://sofifa.com/player/206113/serge-gnabry/180002;serge-gnabry
186;FC Porto;Ewerton;25.0;Central Midfield;Portimonense;£1.80m;in;Summer;1.8;Liga Nos;2018;2018/2019;https://sofifa.com/player/207943/ewerton-da-silva-pereira/190002;
187;Aston Villa;Leon Bailey;23.0;Left Winger;Bay. Leverkusen;£28.80m;in;Summer;28.8;Premier League;2021;2021/2022;https://sofifa.com/player/229906/leon-bailey/220002;leon-bailey
188;Atalanta BC;Fabio Eguelfi;22.0;Left-Back;Inter;£5.40m;in;Summer;5.4;Serie A;2017;2017/2018;https://sofifa.com/player/235378/fabio-eguelfi/180002;fabio-eguelfi
189;SL Benfica;Guillermo Celis;23.0;Defensive Midfield;Junior FC;£2.07m;in;Summer;2.07;Liga Nos;2016;2016/2017;https://sofifa.com/player/214323/guillermo-celis/170002;guillermo-celis
190;Paris Saint-Germain;Kevin Trapp;25.0;Goalkeeper;E. Frankfurt;£8.55m;in;Summer;8.55;Ligue 1;2015;2015/2016;https://sofifa.com/player/188943/kevin-trapp/160002;kevin-trapp
191;Amiens SC;Jack Lahne;17.0;Centre-Forward;Brommapojkarna;£1.80m;in;Summer;1.8;Ligue 1;2019;2019/2020;https://sofifa.com/player/241650/jack-lahne/200002;jack-lahne
192;Olympique Marseille;Luis Henrique;18.0;Left Winger;Três Passos;£7.20m;in;Summer;7.2;Ligue 1;2020;2020/2021;https://sofifa.com/player/230086/luis-henrique-farinhas-taffner/210002;luis-henrique
193;Atalanta BC;Etrit Berisha;28.0;Goalkeeper;Lazio;£5.15m;in;Summer;5.15;Serie A;2017;2017/2018;https://sofifa.com/player/189296/etrit-berisha/180002;etrit-berisha
194;Juventus FC;Simone Zaza;24.0;Centre-Forward;Sassuolo;£16.20m;in;Summer;16.2;Serie A;2015;2015/2016;https://sofifa.com/player/202685/simone-zaza/160002;simone-zaza
195;Newcastle United;Ciaran Clark;26.0;Centre-Back;Aston Villa;£5.40m;in;Summer;5.4;Championship;2016;2016/2017;https://sofifa.com/player/183129/ciaran-clark/170002;ciaran-clark
196;Manchester City;Zack Steffen;24.0;Goalkeeper;Columbus Crew;£6.14m;in;Summer;6.14;Premier League;2019;2019/2020;https://sofifa.com/player/234777/zack-steffen/200002;zack-steffen
197;Olympique Marseille;Álvaro González;30.0;Centre-Back;Villarreal;£3.60m;in;Summer;3.6;Ligue 1;2020;2020/2021;https://sofifa.com/player/202935/alvaro-gonzalez-soberon/210002;álvaro-gonzález
198;Paris Saint-Germain;Achraf Hakimi;22.0;Right-Back;Inter;£54.00m;in;Summer;54.0;Ligue 1;2021;2021/2022;https://sofifa.com/player/235212/achraf-hakimi/220002;achraf-hakimi
199;FC Barcelona;Jasper Cillessen;27.0;Goalkeeper;Ajax;£11.70m;in;Summer;11.7;Primera Division;2016;2016/2017;https://sofifa.com/player/199987/jasper-cillessen/170002;jasper-cillessen
200;FC Porto;Rafa Soares;23.0;Left-Back;Portimonense;£1.35m;in;Summer;1.35;Liga Nos;2018;2018/2019;https://sofifa.com/player/218936/luis-rafael-soares-alves/190002;rafa-soares
201;Paris Saint-Germain;Danilo Pereira;29.0;Defensive Midfield;FC Porto;£14.40m;in;Summer;14.4;Ligue 1;2021;2021/2022;https://sofifa.com/player/239881/danilo-pereira-da-silva/220002;danilo-pereira
202;Feyenoord Rotterdam;Jean-Paul Boëtius;23.0;Attacking Midfield;FC Basel;£1.35m;in;Summer;1.35;Eredivisie;2017;2017/2018;https://sofifa.com/player/205402/jean-paul-boetius/180002;jean-paul-boëtius
203;FC Barcelona;Miralem Pjanic;30.0;Central Midfield;Juventus;£54.00m;in;Summer;54.0;Primera Division;2020;2020/2021;https://sofifa.com/player/180206/miralem-pjanic/210002;miralem-pjanic
204;SL Benfica;Ederson;21.0;Goalkeeper;Rio Ave FC;£450Th.;in;Summer;0.45;Liga Nos;2015;2015/2016;https://sofifa.com/player/210257/ederson-santana-de-moraes/160002;
205;Hull City;Ondrej Mazuch;28.0;Centre-Back;Sparta Prague;£1.80m;in;Summer;1.8;Championship;2017;2017/2018;https://sofifa.com/player/181175/ondrej-mazuch/180002;ondrej-mazuch
206;Cardiff City;Marlon Pack;28.0;Central Midfield;Bristol City;£734Th.;in;Summer;0.734;Championship;2019;2019/2020;https://sofifa.com/player/196916/marlon-pack/200002;marlon-pack
207;Aston Villa;Danny Ings;29.0;Centre-Forward;Southampton;£26.48m;in;Summer;26.48;Premier League;2021;2021/2022;https://sofifa.com/player/195859/danny-ings/220002;danny-ings
208;Birmingham City;Scott Hogan;28.0;Centre-Forward;Aston Villa;£2.49m;in;Summer;2.49;Championship;2020;2020/2021;https://sofifa.com/player/215374/scott-hogan/210002;scott-hogan
209;Bayern Munich;Fiete Arp;19.0;Centre-Forward;Hamburger SV;£2.70m;in;Summer;2.7;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/239981/jann-fiete-arp/200002;fiete-arp
210;SL Benfica;André Horta;19.0;Central Midfield;Vitória Setúbal;£360Th.;in;Summer;0.36;Liga Nos;2016;2016/2017;https://sofifa.com/player/226370/andre-filipe-luz-horta/170002;andré-horta
211;RB Leipzig;Ilaix Moriba;18.0;Central Midfield;Barcelona B;£14.40m;in;Summer;14.4;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/259233/ilaix-moriba/220002;ilaix-moriba
212;Chelsea FC;Ethan Ampadu;16.0;Centre-Back;Exeter City;£2.52m;in;Summer;2.52;Premier League;2017;2017/2018;0;ethan-ampadu
213;Atalanta BC;Matteo Salvi;19.0;Centre-Back;AC Pisa;£45Th.;in;Summer;0.045;Serie A;2018;2018/2019;0;matteo-salvi
214;PSV Eindhoven;Nicolas Isimat-Mirin;23.0;Centre-Back;Monaco;£2.16m;in;Summer;2.16;Eredivisie;2015;2015/2016;https://sofifa.com/player/198868/nicolas-isimat-mirin/160002;nicolas-isimat-mirin
215;FC Barcelona;Denis Suárez;22.0;Attacking Midfield;Villarreal;£2.93m;in;Summer;2.93;Primera Division;2016;2016/2017;https://sofifa.com/player/205192/denis-suarez-fernandez/170002;denis-suárez
216;FC Barcelona;Francisco Trincão;20.0;Right Winger;SC Braga;£27.90m;in;Summer;27.9;Primera Division;2020;2020/2021;0;francisco-trincão
217;Amiens SC;Alexis Blin;22.0;Defensive Midfield;Toulouse;£1.49m;in;Summer;1.49;Ligue 1;2019;2019/2020;https://sofifa.com/player/222982/alexis-blin/200002;alexis-blin
218;FC Schalke 04;Sebastian Rudy;28.0;Defensive Midfield;FC Bayern;£14.40m;in;Summer;14.4;1 Bundesliga;2018;2018/2019;https://sofifa.com/player/189251/sebastian-rudy/190002;sebastian-rudy
219;RB Leipzig;Benjamin Henrichs;24.0;Right-Back;Monaco;£13.50m;in;Summer;13.5;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/228579/benjamin-henrichs/220002;benjamin-henrichs
220;Bayern Munich;Sven Ulreich;26.0;Goalkeeper;VfB Stuttgart;£3.15m;in;Summer;3.15;1 Bundesliga;2015;2015/2016;https://sofifa.com/player/186569/sven-ulreich/160002;sven-ulreich
221;SL Benfica;Filip Krovinovic;21.0;Attacking Midfield;Rio Ave FC;£3.15m;in;Summer;3.15;Liga Nos;2017;2017/2018;https://sofifa.com/player/230988/filip-krovinovic/180002;filip-krovinovic
222;Atalanta BC;José Luis Palomino;27.0;Centre-Back;Ludogorets;£4.23m;in;Summer;4.23;Serie A;2017;2017/2018;https://sofifa.com/player/217196/jose-luis-palomino/180002;josé-luis-palomino
223;Paris Saint-Germain;Benjamin Stambouli;24.0;Defensive Midfield;Spurs;£7.74m;in;Summer;7.74;Ligue 1;2015;2015/2016;https://sofifa.com/player/198200/benjamin-stambouli/160002;benjamin-stambouli
224;Birmingham City;Neil Etheridge;30.0;Goalkeeper;Cardiff;£2.00m;in;Summer;2.0;Championship;2020;2020/2021;https://sofifa.com/player/193186/neil-etheridge/210002;neil-etheridge
225;Newcastle United;DeAndre Yedlin;23.0;Right-Back;Spurs;£5.31m;in;Summer;5.31;Championship;2016;2016/2017;https://sofifa.com/player/212722/deandre-yedlin/170002;deandre-yedlin
226;FC Barcelona;Marc Cucurella;20.0;Left-Back;SD Eibar;£3.60m;in;Summer;3.6;Primera Division;2019;2019/2020;https://sofifa.com/player/239231/marc-cucurella-saseta/200002;marc-cucurella
227;FC Schalke 04;Suat Serdar;21.0;Central Midfield;1.FSV Mainz 05;£9.90m;in;Summer;9.9;1 Bundesliga;2018;2018/2019;https://sofifa.com/player/230065/suat-serdar/190002;suat-serdar
228;FC Barcelona;Emerson Royal;22.0;Right-Back;Real Betis;£12.60m;in;Summer;12.6;Primera Division;2021;2021/2022;0;emerson-royal
229;Birmingham City;Jonathan Leko;21.0;Right Winger;West Brom;£990Th.;in;Summer;0.99;Championship;2020;2020/2021;https://sofifa.com/player/231408/jonathan-leko/210002;jonathan-leko
230;Manchester City;Ryotaro Meshino;21.0;Left Winger;Gamba Osaka;£900Th.;in;Summer;0.9;Premier League;2019;2019/2020;https://sofifa.com/player/237435/ryotaro-meshino/200002;ryotaro-meshino
231;FC Schalke 04;Omar Mascarell;25.0;Defensive Midfield;Real Madrid;£9.00m;in;Summer;9.0;1 Bundesliga;2018;2018/2019;https://sofifa.com/player/208620/omar-mascarell-gonzalez/190002;omar-mascarell
232;Newcastle United;Mohamed Diamé;29.0;Central Midfield;Hull City;£4.86m;in;Summer;4.86;Championship;2016;2016/2017;https://sofifa.com/player/188556/mohamed-diame/170002;mohamed-diamé
233;Juventus FC;Roberto Pereyra;24.0;Attacking Midfield;Udinese Calcio;£13.50m;in;Summer;13.5;Serie A;2015;2015/2016;https://sofifa.com/player/193061/roberto-pereyra/160002;roberto-pereyra
234;Atalanta BC;Matteo Pessina;20.0;Attacking Midfield;AC Milan;£1.60m;in;Summer;1.6;Serie A;2017;2017/2018;https://sofifa.com/player/239613/matteo-pessina/180002;matteo-pessina
235;AZ Alkmaar;Björn Johnsen;26.0;Centre-Forward;ADO Den Haag;£2.07m;in;Summer;2.07;Eredivisie;2018;2018/2019;0;björn-johnsen
236;RB Leipzig;Mohamed Simakan;21.0;Centre-Back;R. Strasbourg;£13.50m;in;Summer;13.5;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/243854/mohamed-simakan/220002;mohamed-simakan
237;FC Barcelona;Sergiño Dest;19.0;Right-Back;Ajax;£18.90m;in;Summer;18.9;Primera Division;2020;2020/2021;0;sergiño-dest
238;PSV Eindhoven;Luuk Koopmans;21.0;Goalkeeper;FC Oss;£90Th.;in;Summer;0.09;Eredivisie;2015;2015/2016;https://sofifa.com/player/202457/luuk-koopmans/160002;luuk-koopmans
239;SL Benfica;Mile Svilar;18.0;Goalkeeper;RSC Anderlecht;£2.25m;in;Summer;2.25;Liga Nos;2017;2017/2018;https://sofifa.com/player/230872/mile-svilar/180002;mile-svilar
240;Newcastle United;Daryl Murphy;33.0;Centre-Forward;Ipswich;£3.15m;in;Summer;3.15;Championship;2016;2016/2017;https://sofifa.com/player/149825/daryl-murphy/170002;daryl-murphy
241;SL Benfica;Darwin Núñez;21.0;Centre-Forward;UD Almería;£21.60m;in;Summer;21.6;Liga Nos;2020;2020/2021;0;darwin-núñez
242;FC Schalke 04;Salif Sané;27.0;Centre-Back;Hannover 96;£6.30m;in;Summer;6.3;1 Bundesliga;2018;2018/2019;https://sofifa.com/player/201956/salif-sane/190002;salif-sané
243;Amiens SC;Ulrick Eneme-Ella;18.0;Centre-Forward;FC Liefering;£270Th.;in;Summer;0.27;Ligue 1;2019;2019/2020;https://sofifa.com/player/251625/ulrick-eneme-ella/200002;ulrick-eneme-ella
244;Chelsea FC;Michael Hector;23.0;Centre-Back;Reading;£4.86m;in;Summer;4.86;Premier League;2015;2015/2016;https://sofifa.com/player/200138/michael-hector/160002;michael-hector
245;Atalanta BC;Luca Vido;20.0;Centre-Forward;AC Milan;£1.26m;in;Summer;1.26;Serie A;2017;2017/2018;https://sofifa.com/player/237544/luca-vido/180002;luca-vido
246;Newcastle United;Isaac Hayden;21.0;Defensive Midfield;Arsenal U23;£2.61m;in;Summer;2.61;Championship;2016;2016/2017;https://sofifa.com/player/206115/isaac-hayden/170002;isaac-hayden
247;SL Benfica;Diego Lopes;21.0;Attacking Midfield;Rio Ave FC;£90Th.;in;Summer;0.09;Liga Nos;2015;2015/2016;https://sofifa.com/player/210016/diego-hipolito-da-silva-lopes/160002;diego-lopes
248;AZ Alkmaar;Albert Gudmundsson;21.0;Right Winger;PSV Eindhoven;£1.62m;in;Summer;1.62;Eredivisie;2018;2018/2019;0;albert-gudmundsson
249;Amiens SC;Aurelien Chedjou;34.0;Centre-Back;Basaksehir;£180Th.;in;Summer;0.18;Ligue 1;2019;2019/2020;https://sofifa.com/player/183284/aurelien-chedjou/200002;aurelien-chedjou
250;RB Leipzig;Caden Clark;18.0;Attacking Midfield;New York;£1.64m;in;Summer;1.64;1 Bundesliga;2021;2021/2022;https://sofifa.com/player/259249/caden-clark/220002;caden-clark
251;SL Benfica;Éverton;24.0;Left Winger;Grêmio;£18.00m;in;Summer;18.0;Liga Nos;2020;2020/2021;0;
252;Newcastle United;Achraf Lazaar;24.0;Left-Back;US Palermo;£2.57m;in;Summer;2.57;Championship;2016;2016/2017;https://sofifa.com/player/206161/achraf-lazaar/170002;achraf-lazaar
253;Borussia Dortmund;Mats Hummels;30.0;Centre-Back;FC Bayern;£27.45m;in;Summer;27.45;1 Bundesliga;2019;2019/2020;https://sofifa.com/player/178603/mats-hummels/200002;mats-hummels
